lambda|psi_deg|delta_deg|n|k|thickness|material
2115.0|2.464808298760027|359.34101900612035|1.465075|0.0|50|SiO2
2120.0|2.4647803286739522|359.3427969279225|1.465072|0.0|50|SiO2
2125.0|2.4647525586584362|359.3445671005374|1.465069|0.0|50|SiO2
2130.0|2.4647241327202454|359.3464296653488|1.465065|0.0|50|SiO2
2135.0|2.46469676124502|359.34818426336267|1.465062|0.0|50|SiO2
2140.0|2.4646695842798025|359.3499312582855|1.465059|0.0|50|SiO2
2145.0|2.464642600022615|359.3516706977242|1.465056|0.0|50|SiO2
2150.0|2.4646158066920743|359.35340262890657|1.465053|0.0|50|SiO2
2155.0|2.4645892025271294|359.35512709868516|1.46505|0.0|50|SiO2
2160.0|2.4645627857867494|359.3568441535401|1.465047|0.0|50|SiO2
2165.0|2.4645365547496936|359.35855383958346|1.465044|0.0|50|SiO2
2170.0|2.4645105077142193|359.36025620256186|1.465041|0.0|50|SiO2
2175.0|2.464484642997827|359.3619512878603|1.465038|0.0|50|SiO2
2180.0|2.4644589589370045|359.3636391405053|1.465035|0.0|50|SiO2
2185.0|2.4644334538869668|359.36531980516867|1.465032|0.0|50|SiO2
2190.0|2.4644081262214104|359.36699332617|1.465029|0.0|50|SiO2
2195.0|2.4643829743322625|359.3686597474807|1.465026|0.0|50|SiO2
2200.0|2.4643579966294413|359.37031911272663|1.465023|0.0|50|SiO2
2205.0|2.4643331915406015|359.3719714651916|1.46502|0.0|50|SiO2
2210.0|2.4643085575109387|359.3736168478206|1.465017|0.0|50|SiO2
2215.0|2.4642848831185007|359.37515886205927|1.465015|0.0|50|SiO2
2220.0|2.464260583070281|359.3767906393024|1.465012|0.0|50|SiO2
2225.0|2.464236449543075|359.3784155726862|1.465009|0.0|50|SiO2
2230.0|2.4642124810496444|359.38003370383586|1.465006|0.0|50|SiO2
2235.0|2.464188676119138|359.38164507405287|1.465003|0.0|50|SiO2
2240.0|2.4641658059487734|359.3831543084506|1.465001|0.0|50|SiO2
2245.0|2.4641423203701485|359.3847524819924|1.464998|0.0|50|SiO2
2250.0|2.4641189940605996|359.38634401576286|1.464995|0.0|50|SiO2
2255.0|2.4640965880640286|359.3878341389885|1.464993|0.0|50|SiO2
2260.0|2.46407357272621|359.38941271312063|1.46499|0.0|50|SiO2
2265.0|2.4640507125024733|359.3909847658641|1.464987|0.0|50|SiO2
2270.0|2.464028758480339|359.39245612320053|1.464985|0.0|50|SiO2
2275.0|2.4640062011187336|359.39401544790456|1.464982|0.0|50|SiO2
2280.0|2.463984540742939|359.3954745481094|1.46498|0.0|50|SiO2
2285.0|2.4639622809964203|359.39702129569247|1.464977|0.0|50|SiO2
2290.0|2.463940169740169|359.3985617129559|1.464974|0.0|50|SiO2
2295.0|2.46391894189503|359.40000260441974|1.464972|0.0|50|SiO2
2300.0|2.4638971205720788|359.4015306674323|1.464969|0.0|50|SiO2
2305.0|2.463876173792743|359.40295966478567|1.464967|0.0|50|SiO2
2310.0|2.4638546374316057|359.4044755187935|1.464964|0.0|50|SiO2
2315.0|2.4638339668808795|359.4058927630771|1.464962|0.0|50|SiO2
2320.0|2.4638127106152896|359.4073965511321|1.464959|0.0|50|SiO2
2325.0|2.4637923115585227|359.40880218124846|1.464957|0.0|50|SiO2
2330.0|2.4637720449747897|359.4102021501812|1.464955|0.0|50|SiO2
2335.0|2.463751198427283|359.4116881969994|1.464952|0.0|50|SiO2
2340.0|2.463731196441459|359.41307675544397|1.46495|0.0|50|SiO2
2345.0|2.463710618286262|359.41455108385117|1.464947|0.0|50|SiO2
2350.0|2.463690876408553|359.41592836553895|1.464945|0.0|50|SiO2
2355.0|2.4636712614485474|359.41730015098136|1.464943|0.0|50|SiO2
2360.0|2.463651075961534|359.4187572478764|1.46494|0.0|50|SiO2
2365.0|2.4636317145687125|359.42011795267905|1.464938|0.0|50|SiO2
2370.0|2.4636124769020316|359.42147325710204|1.464936|0.0|50|SiO2
2375.0|2.4635926742858194|359.42291341882327|1.464933|0.0|50|SiO2
2380.0|2.463573683847819|359.4242578343519|1.464931|0.0|50|SiO2
2385.0|2.463554814043051|359.42559694322847|1.464929|0.0|50|SiO2
2390.0|2.463536063867731|359.426930775995|1.464927|0.0|50|SiO2
2395.0|2.4635167560821123|359.428348867024|1.464924|0.0|50|SiO2
2400.0|2.4634982449978957|359.42967205949043|1.464922|0.0|50|SiO2
2405.0|2.463479850576023|359.43099006681575|1.46492|0.0|50|SiO2
2410.0|2.463461571853426|359.43230291864415|1.464918|0.0|50|SiO2
2415.0|2.463443407876881|359.4336106444012|1.464916|0.0|50|SiO2
2420.0|2.463424695305917|359.4350018900777|1.464913|0.0|50|SiO2
2425.0|2.463406760718009|359.4362992757303|1.464911|0.0|50|SiO2
2430.0|2.463388938057733|359.43759162297044|1.464909|0.0|50|SiO2
2435.0|2.4633712264101497|359.43887896036466|1.464907|0.0|50|SiO2
2440.0|2.463353624869579|359.4401613162705|1.464905|0.0|50|SiO2
2445.0|2.463336132539489|359.44143871883836|1.464903|0.0|50|SiO2
2450.0|2.463318748532367|359.442711196013|1.464901|0.0|50|SiO2
2455.0|2.4633014719696305|359.4439787755358|1.464899|0.0|50|SiO2
2460.0|2.463284301981503|359.4452414849459|1.464897|0.0|50|SiO2
2465.0|2.4632672377069396|359.44649935158276|1.464895|0.0|50|SiO2
2470.0|2.463249642350365|359.4478392953662|1.464892|0.0|50|SiO2
2475.0|2.4632327895118125|359.44908738888455|1.46489|0.0|50|SiO2
2480.0|2.463216039839605|359.45033072110203|1.464888|0.0|50|SiO2
2485.0|2.4631993925066253|359.4515693185713|1.464886|0.0|50|SiO2
2490.0|2.463182846693959|359.45280320765335|1.464884|0.0|50|SiO2
2495.0|2.4631664015908106|359.4540324145197|1.464882|0.0|50|SiO2
2500.0|2.463150677217848|359.4551710756666|1.464881|0.0|50|SiO2
250.0|2.496205246302326|355.5205966372935|1.517462|0.00026|100|SiO2
255.0|2.4688011028551102|357.8407280795011|1.515228|0.00024|100|SiO2
260.0|2.4601785088522847|359.9808706335119|1.513136|0.000222|100|SiO2
265.0|2.4662923472650156|1.885405371268102|1.511173|0.000206|100|SiO2
270.0|2.483465572590862|3.5280515381064346|1.509329|0.000191|100|SiO2
275.0|2.50852604181374|4.905386745885738|1.507595|0.000179|100|SiO2
280.0|2.53885009232018|6.029431686422563|1.505961|0.000167|100|SiO2
285.0|2.572334209049153|6.921423110476183|1.504421|0.000157|100|SiO2
290.0|2.6073463453764827|7.606662418917263|1.502966|0.000148|100|SiO2
295.0|2.642655869825728|8.111612252350483|1.50159|0.000139|100|SiO2
300.0|2.677340763192773|8.462106644558016|1.500288|0.000132|100|SiO2
305.0|2.7107651598996827|8.681708632632299|1.499055|0.000125|100|SiO2
310.0|2.7424771178955853|8.79132304021018|1.497885|0.000118|100|SiO2
315.0|2.7721773676086006|8.8096667884983|1.496774|0.000112|100|SiO2
320.0|2.7997000230994096|8.753023654984757|1.495719|0.000107|100|SiO2
325.0|2.824961846361783|8.634743702146363|1.494715|0.000102|100|SiO2
330.0|2.8489454294347256|8.447015970433396|1.493759|0.0|100|SiO2
335.0|2.8696599979714894|8.238483114254226|1.492849|0.0|100|SiO2
340.0|2.88818729687017|7.99856621381649|1.491981|0.0|100|SiO2
345.0|2.9046113161179554|7.7342059008534365|1.491152|0.0|100|SiO2
350.0|2.9190543485559215|7.45158817192428|1.490361|0.0|100|SiO2
355.0|2.9316208792376655|7.155484380903172|1.489605|0.0|100|SiO2
360.0|2.942430021639471|6.850027564146376|1.488882|0.0|100|SiO2
365.0|2.951583902541863|6.538437280140266|1.488189|0.0|100|SiO2
370.0|2.9592445835248053|6.224112819612707|1.487527|0.0|100|SiO2
375.0|2.9654728025905768|5.90876690619885|1.486891|0.0|100|SiO2
380.0|2.970421740917521|5.594833725563486|1.486282|0.0|100|SiO2
385.0|2.974188476085437|5.2837976785553185|1.485698|0.0|100|SiO2
390.0|2.9768613549236345|4.976843091987932|1.485137|0.0|100|SiO2
395.0|2.9785393247032883|4.67507015220398|1.484598|0.0|100|SiO2
400.0|2.9793143889620755|4.379349695309904|1.48408|0.0|100|SiO2
405.0|2.9792715080351435|4.090359077708045|1.483582|0.0|100|SiO2
410.0|2.978467866511286|3.8084687576953247|1.483102|0.0|100|SiO2
415.0|2.977015726386295|3.534352761150207|1.482641|0.0|100|SiO2
420.0|2.9749591615734294|3.268125445726311|1.482197|0.0|100|SiO2
425.0|2.972334442319625|3.0098351889378607|1.481768|0.0|100|SiO2
430.0|2.969258966591719|2.7599472276693016|1.481356|0.0|100|SiO2
435.0|2.965735958279527|2.51823348265051|1.480958|0.0|100|SiO2
440.0|2.9618062260627815|2.284677239890061|1.480573|0.0|100|SiO2
445.0|2.9575739672615535|2.0595069883477817|1.480203|0.0|100|SiO2
450.0|2.95300302839182|1.8423103943433363|1.479844|0.0|100|SiO2
455.0|2.9481895122818407|1.6332214890639345|1.479498|0.0|100|SiO2
460.0|2.943157397934594|1.4320541222267877|1.479164|0.0|100|SiO2
465.0|2.937926663409389|1.238613667758357|1.478841|0.0|100|SiO2
470.0|2.932513623659998|1.0527021850090972|1.478528|0.0|100|SiO2
475.0|2.9269549394961882|0.8741742839898122|1.478225|0.0|100|SiO2
480.0|2.921284577431437|0.7028610347118304|1.477932|0.0|100|SiO2
485.0|2.9155339454768554|0.5385735989368846|1.477649|0.0|100|SiO2
490.0|2.9096842264358114|0.38104552310250894|1.477374|0.0|100|SiO2
495.0|2.9037618543421786|0.23009876257735215|1.477107|0.0|100|SiO2
500.0|2.8978152261449046|0.0855599028612578|1.476849|0.0|100|SiO2
505.0|2.8918429280715183|359.9471985449348|1.476599|0.0|100|SiO2
510.0|2.8858416591471996|359.81480334301193|1.476356|0.0|100|SiO2
515.0|2.879854436176068|359.6881765561853|1.476121|0.0|100|SiO2
520.0|2.873850755381846|359.5671181874994|1.475892|0.0|100|SiO2
525.0|2.867870676860227|359.4514277730572|1.47567|0.0|100|SiO2
530.0|2.861928912963779|359.34089865493803|1.475455|0.0|100|SiO2
535.0|2.85599114860678|359.23537949191507|1.475245|0.0|100|SiO2
540.0|2.8501175980180307|359.13462836870923|1.475042|0.0|100|SiO2
545.0|2.8442719018845315|359.038516717174|1.474844|0.0|100|SiO2
550.0|2.8384882942132212|358.9468242597906|1.474652|0.0|100|SiO2
555.0|2.832728913286897|358.85946467273|1.474464|0.0|100|SiO2
560.0|2.8270734347383386|358.7761082956391|1.474283|0.0|100|SiO2
565.0|2.8214589212650734|358.69674067974177|1.474106|0.0|100|SiO2
570.0|2.815892857679275|358.62120870336514|1.473933|0.0|100|SiO2
575.0|2.810428658698697|358.54921154275144|1.473766|0.0|100|SiO2
580.0|2.805002353140974|358.4808067242646|1.473602|0.0|100|SiO2
585.0|2.799666038970981|358.4156922216742|1.473443|0.0|100|SiO2
590.0|2.7944014855179886|358.3537970896878|1.473288|0.0|100|SiO2
595.0|2.7892132529942026|358.2949782402454|1.473137|0.0|100|SiO2
600.0|2.7841054310288658|358.2390951328729|1.47299|0.0|100|SiO2
605.0|2.7790816699083964|358.1860099270406|1.472847|0.0|100|SiO2
610.0|2.774122687820743|358.13569691531364|1.472707|0.0|100|SiO2
615.0|2.7692317138826823|358.0880376968915|1.47257|0.0|100|SiO2
620.0|2.76443390917482|358.04279795970916|1.472437|0.0|100|SiO2
625.0|2.7597093149274428|357.9999738164577|1.472307|0.0|100|SiO2
630.0|2.7550822118272444|357.9593276785101|1.472181|0.0|100|SiO2
635.0|2.7505104324995657|357.9210012266003|1.472057|0.0|100|SiO2
640.0|2.7460178554643635|357.88476636485836|1.471936|0.0|100|SiO2
645.0|2.741605975913834|357.85052034081644|1.471818|0.0|100|SiO2
650.0|2.737276066244996|357.8181630773329|1.471703|0.0|100|SiO2
655.0|2.733029191742342|357.78759717977954|1.471591|0.0|100|SiO2
660.0|2.7288450316700694|357.75887841930455|1.471481|0.0|100|SiO2
665.0|2.724724703299619|357.731925549366|1.471373|0.0|100|SiO2
670.0|2.7206900744209683|357.7065018498588|1.471268|0.0|100|SiO2
675.0|2.7167415249569102|357.6825200457801|1.471166|0.0|100|SiO2
680.0|2.712838042118433|357.6602241816784|1.471065|0.0|100|SiO2
685.0|2.7090215561255566|357.6392164966913|1.470967|0.0|100|SiO2
690.0|2.7052717159366773|357.6195877501127|1.470871|0.0|100|SiO2
695.0|2.7016090206473224|357.6010958780398|1.470778|0.0|100|SiO2
700.0|2.6979931441193927|357.5840193501495|1.470686|0.0|100|SiO2
705.0|2.694444532258534|357.5681231715552|1.470596|0.0|100|SiO2
710.0|2.690963205846735|357.55334505749954|1.470508|0.0|100|SiO2
715.0|2.6875491043116977|357.5396246415004|1.470422|0.0|100|SiO2
720.0|2.6842020919862404|357.5269034420919|1.470338|0.0|100|SiO2
725.0|2.6809026398782185|357.5153155008555|1.470255|0.0|100|SiO2
730.0|2.6776700921342105|357.5046204118126|1.470174|0.0|100|SiO2
735.0|2.6745041206693103|357.494764919916|1.470095|0.0|100|SiO2
740.0|2.6714043434819397|357.4856975165438|1.470018|0.0|100|SiO2
745.0|2.668351580416453|357.4775688192833|1.469942|0.0|100|SiO2
750.0|2.665345783406492|357.470337489802|1.469867|0.0|100|SiO2
755.0|2.662405323842445|357.4637585398294|1.469794|0.0|100|SiO2
760.0|2.6595296433522377|357.4577866700407|1.469723|0.0|100|SiO2
765.0|2.6566999686829242|357.4525872339071|1.469653|0.0|100|SiO2
770.0|2.6539160979650607|357.44812404553585|1.469584|0.0|100|SiO2
775.0|2.651195697825701|357.4441489923787|1.469517|0.0|100|SiO2
780.0|2.648520326695897|357.44083737263094|1.469451|0.0|100|SiO2
785.0|2.6458896969684496|357.43815645839186|1.469386|0.0|100|SiO2
790.0|2.643320981577839|357.43585601809684|1.469323|0.0|100|SiO2
795.0|2.640778739060799|357.4343407385202|1.46926|0.0|100|SiO2
800.0|2.638297449297982|357.4331422356351|1.469199|0.0|100|SiO2
805.0|2.6358592562667154|357.4324504821042|1.469139|0.0|100|SiO2
810.0|2.6334637722161056|357.4322378408969|1.46908|0.0|100|SiO2
815.0|2.6311274031659075|357.43225097912205|1.469023|0.0|100|SiO2
820.0|2.628815982142489|357.43291579936795|1.468966|0.0|100|SiO2
825.0|2.6265460228920743|357.43398222026866|1.46891|0.0|100|SiO2
830.0|2.6243170858376006|357.4354260915694|1.468855|0.0|100|SiO2
835.0|2.622145005638954|357.4369919243055|1.468802|0.0|100|SiO2
840.0|2.6199966279132|357.4391202045969|1.468749|0.0|100|SiO2
845.0|2.6178879013614913|357.4415583188585|1.468697|0.0|100|SiO2
850.0|2.6158183545439115|357.44428523509475|1.468646|0.0|100|SiO2
855.0|2.6138032846059325|357.44704367393877|1.468597|0.0|100|SiO2
860.0|2.611794888113432|357.45052495164157|1.468547|0.0|100|SiO2
865.0|2.609840001981198|357.4539992318959|1.468499|0.0|100|SiO2
870.0|2.6079223641416025|357.4576852335979|1.468452|0.0|100|SiO2
875.0|2.6060262044811715|357.46180648025484|1.468405|0.0|100|SiO2
880.0|2.604181711813871|357.46586466425896|1.46836|0.0|100|SiO2
885.0|2.602357952733531|357.47032654454415|1.468315|0.0|100|SiO2
890.0|2.600554791185936|357.47517894684563|1.46827|0.0|100|SiO2
895.0|2.598801688472279|357.4799196710338|1.468227|0.0|100|SiO2
900.0|2.59706842588787|357.485022431447|1.468184|0.0|100|SiO2
905.0|2.59536942576128|357.49022904323306|1.468142|0.0|100|SiO2
910.0|2.5937041923042403|357.49552570413|1.468101|0.0|100|SiO2
915.0|2.592057892099253|357.50114682902085|1.46806|0.0|100|SiO2
920.0|2.5904445991432272|357.5068332600474|1.46802|0.0|100|SiO2
925.0|2.588863821493306|357.5125725859153|1.467981|0.0|100|SiO2
930.0|2.5873010665997596|357.5186025031939|1.467942|0.0|100|SiO2
935.0|2.585770072262722|357.5246630493138|1.467904|0.0|100|SiO2
940.0|2.5842565687024988|357.53099387086235|1.467866|0.0|100|SiO2
945.0|2.5827877514923596|357.537083210794|1.46783|0.0|100|SiO2
950.0|2.581322110581579|357.54367464127887|1.467793|0.0|100|SiO2
955.0|2.5799001992382364|357.55000422974746|1.467758|0.0|100|SiO2
960.0|2.5784811522272797|357.55681921136636|1.467722|0.0|100|SiO2
965.0|2.577104889547471|357.56335339561963|1.467688|0.0|100|SiO2
970.0|2.5757443309735955|357.570103749848|1.467654|0.0|100|SiO2
975.0|2.574399322180959|357.5770628508083|1.46762|0.0|100|SiO2
980.0|2.5730826558377697|357.5839691553107|1.467587|0.0|100|SiO2
985.0|2.5717938754284515|357.59081463964907|1.467555|0.0|100|SiO2
990.0|2.57051978141908|357.59784658224936|1.467523|0.0|100|SiO2
995.0|2.569260222879528|357.60505847916306|1.467491|0.0|100|SiO2
1000.0|2.568027601015484|357.61218846565083|1.46746|0.0|100|SiO2
1004.9999999999999|2.566809019113148|357.6194854324105|1.467429|0.0|100|SiO2
1010.0|2.5656166888390577|357.6266874351093|1.467399|0.0|100|SiO2
1014.9999999999999|2.5644379121095167|357.6340443224538|1.467369|0.0|100|SiO2
1020.0|2.563284715054822|357.6412941221611|1.46734|0.0|100|SiO2
1025.0|2.5621445948151056|357.6486875356102|1.467311|0.0|100|SiO2
1030.0|2.561029395878519|357.65596261196737|1.467283|0.0|100|SiO2
1035.0|2.5599268071951653|357.6633708052807|1.467255|0.0|100|SiO2
1040.0|2.558836689884218|357.670907271895|1.467227|0.0|100|SiO2
1045.0|2.557770621682759|357.67831015498854|1.4672|0.0|100|SiO2
1050.0|2.556716571645878|357.68583183928087|1.467173|0.0|100|SiO2
1055.0|2.5556859450968363|357.69321060305344|1.467147|0.0|100|SiO2
1060.0|2.5546668945058983|357.7006993592031|1.467121|0.0|100|SiO2
1065.0|2.5536592891341976|357.70829399025786|1.467095|0.0|100|SiO2
1070.0|2.552674281004759|357.7157330325388|1.46707|0.0|100|SiO2
1075.0|2.5517002902217985|357.72327001714956|1.467045|0.0|100|SiO2
1080.0|2.5507371908238445|357.7309012021307|1.46702|0.0|100|SiO2
1085.0|2.5497958891693404|357.7383654710893|1.466996|0.0|100|SiO2
1090.0|2.5488650656908685|357.7459168068277|1.466972|0.0|100|SiO2
1095.0|2.5479554679004988|357.7532943843324|1.466949|0.0|100|SiO2
1100.0|2.5470451583119096|357.7610097919656|1.466925|0.0|100|SiO2
1105.0|2.546155676026268|357.7685450360976|1.466902|0.0|100|SiO2
1110.0|2.5452866664748073|357.7758971980718|1.46688|0.0|100|SiO2
1115.0|2.544416676867583|357.7835778619764|1.466857|0.0|100|SiO2
1120.0|2.5435667764543703|357.79106970217856|1.466835|0.0|100|SiO2
1125.0|2.54272622453569|357.79862716631476|1.466813|0.0|100|SiO2
1130.0|2.5419052335927423|357.8059906555493|1.466792|0.0|100|SiO2
1135.0|2.541093222357734|357.8134146318541|1.466771|0.0|100|SiO2
1140.0|2.5402900851150307|357.8208965458936|1.46675|0.0|100|SiO2
1145.0|2.5394957171462265|357.8284339196313|1.466729|0.0|100|SiO2
1150.0|2.5387200412498405|357.83576801914404|1.466709|0.0|100|SiO2
1155.0|2.5379527837943527|357.8431531461841|1.466689|0.0|100|SiO2
1160.0|2.537193845124674|357.8505870501601|1.466669|0.0|100|SiO2
1165.0|2.536443126586162|357.8580675434302|1.466649|0.0|100|SiO2
1170.0|2.5357102724615808|357.86533686412173|1.46663|0.0|100|SiO2
1175.0|2.5349853052312|357.8726489659833|1.466611|0.0|100|SiO2
1180.0|2.534268131206248|357.8800018624789|1.466592|0.0|100|SiO2
1185.0|2.533568193340937|357.88713859115904|1.466574|0.0|100|SiO2
1190.0|2.532866261100295|357.89456755319515|1.466555|0.0|100|SiO2
1195.0|2.5321812488979907|357.9017770917226|1.466537|0.0|100|SiO2
1200.0|2.531503533205553|357.90902048503807|1.466519|0.0|100|SiO2
1205.0|2.530842296790416|357.91604190456644|1.466502|0.0|100|SiO2
1210.0|2.5301788493881956|357.9233481856833|1.466484|0.0|100|SiO2
1215.0|2.5295315816899304|357.9304297261595|1.466467|0.0|100|SiO2
1220.0|2.528891141769456|357.9375391034119|1.46645|0.0|100|SiO2
1225.0|2.5282574483075635|357.9446748137261|1.466433|0.0|100|SiO2
1230.0|2.5276304209109077|357.95183539553886|1.466416|0.0|100|SiO2
1235.0|2.5270188694120415|357.9587668580307|1.4664|0.0|100|SiO2
1240.0|2.5264137033064595|357.9657209489615|1.466384|0.0|100|SiO2
1245.0|2.5258148466468064|357.9726963417941|1.466368|0.0|100|SiO2
1250.0|2.5252222243706814|357.9796917472071|1.466352|0.0|100|SiO2
1255.0|2.5246357622956586|357.98670591209776|1.466336|0.0|100|SiO2
1260.0|2.5240639756611434|357.9934864979498|1.466321|0.0|100|SiO2
1265.0|2.523498086515775|358.00028405064756|1.466306|0.0|100|SiO2
1270.0|2.5229295526929794|358.00734793926256|1.46629|0.0|100|SiO2
1275.0|2.52238372164223|358.01392554018736|1.466276|0.0|100|SiO2
1280.0|2.521835108469583|358.02076729793254|1.466261|0.0|100|SiO2
1285.0|2.5212921178848284|358.02762166264836|1.466246|0.0|100|SiO2
1290.0|2.5207629290896625|358.03423839380923|1.466232|0.0|100|SiO2
1295.0|2.520239119790099|358.0408663919971|1.466218|0.0|100|SiO2
1300.0|2.5197206264321546|358.0475047104514|1.466204|0.0|100|SiO2
1305.0|2.5192073862362765|358.05415242916865|1.46619|0.0|100|SiO2
1310.0|2.518699337190603|358.0608086541936|1.466176|0.0|100|SiO2
1315.0|2.518196418044038|358.0674725169311|1.466162|0.0|100|SiO2
1320.0|2.51770649020139|358.07389598290126|1.466149|0.0|100|SiO2
1325.0|2.5172214674550895|358.0803261246841|1.466136|0.0|100|SiO2
1330.0|2.516741292203193|358.0867621545985|1.466123|0.0|100|SiO2
1335.0|2.5162659075561544|358.09320330735994|1.46611|0.0|100|SiO2
1340.0|2.5157952573298044|358.09964883949215|1.466097|0.0|100|SiO2
1345.0|2.515329286038232|358.106098028753|1.466084|0.0|100|SiO2
1350.0|2.514867938886657|358.112550173577|1.466071|0.0|100|SiO2
1355.0|2.5144187277482835|358.1187599218266|1.466059|0.0|100|SiO2
1360.0|2.5139739351652186|358.1249720234714|1.466047|0.0|100|SiO2
1365.0|2.5135335096790787|358.13118584258723|1.466035|0.0|100|SiO2
1370.0|2.5130974004753157|358.1374007615147|1.466023|0.0|100|SiO2
1375.0|2.512665557376222|358.14361618038055|1.466011|0.0|100|SiO2
1380.0|2.5122379308339187|358.14983151663324|1.465999|0.0|100|SiO2
1385.0|2.5118144719233295|358.1560462045914|1.465987|0.0|100|SiO2
1390.0|2.5114023644859342|358.1620176677267|1.465976|0.0|100|SiO2
1395.0|2.510994236676023|358.16798817160986|1.465965|0.0|100|SiO2
1400.0|2.510582901974784|358.17419845671265|1.465953|0.0|100|SiO2
1405.0|2.510182641493073|358.1801651298008|1.465942|0.0|100|SiO2
1410.0|2.5097862243068767|358.18612934882515|1.465931|0.0|100|SiO2
1415.0|2.509393606245712|358.19209064488854|1.46592|0.0|100|SiO2
1420.0|2.509011706042214|358.1978088775141|1.46591|0.0|100|SiO2
1425.0|2.50862651233874|358.20376337119944|1.465899|0.0|100|SiO2
1430.0|2.5082449889469904|358.20971361775787|1.465888|0.0|100|SiO2
1435.0|2.5078739266138403|358.2154207072092|1.465878|0.0|100|SiO2
1440.0|2.507506366261567|358.2211235294405|1.465868|0.0|100|SiO2
1445.0|2.507135519793007|358.22705938884974|1.465857|0.0|100|SiO2
1450.0|2.5067748861067267|358.2327521214997|1.465847|0.0|100|SiO2
